sample,trait,value,label
Floor-Pot_1_1,npq_hist_NPQ,0.0,7.7
Floor-Pot_1_1,npq_hist_NPQ,0.0,7.8
Floor-Pot_1_1,npq_hist_NPQ,0.0,7.9
Floor-Pot_1_1,npq_hist_NPQ,0.0,8.0
Floor-Pot_1_1,npq_hist_NPQ,0.0,8.1
Floor-Pot_1_1,npq_hist_NPQ,0.0,8.2
Floor-Pot_1_1,npq_hist_NPQ,0.0,8.3
Floor-Pot_1_1,npq_hist_NPQ,0.0,8.4
Floor-Pot_1_1,npq_hist_NPQ,0.0,8.5
Floor-Pot_1_1,npq_hist_NPQ,0.0,8.6
Floor-Pot_1_1,npq_hist_NPQ,0.0,8.7
Floor-Pot_1_1,npq_hist_NPQ,0.0,8.8
Floor-Pot_1_1,npq_hist_NPQ,0.0,8.9
Floor-Pot_1_1,npq_hist_NPQ,0.0,9.0
Floor-Pot_1_1,npq_hist_NPQ,0.0,9.1
Floor-Pot_1_1,npq_hist_NPQ,0.0,9.2
Floor-Pot_1_1,npq_hist_NPQ,0.0,9.3
Floor-Pot_1_1,npq_hist_NPQ,0.0,9.4
Floor-Pot_1_1,npq_hist_NPQ,0.0,9.5
Floor-Pot_1_1,npq_hist_NPQ,0.0,9.6
Floor-Pot_1_1,npq_hist_NPQ,0.0,9.7
Floor-Pot_1_1,npq_hist_NPQ,0.0,9.8
Floor-Pot_1_1,npq_hist_NPQ,0.0,9.9
Floor-Pot_1_1,mean_index_ari,-4.69620943069458,none
Floor-Pot_1_1,med_index_ari,-5.022239685058594,none
Floor-Pot_1_1,std_index_ari,3.151195764541626,none
Floor-Pot_1_1,index_frequencies_index_ari,0.1841620626151013,-9.925000190734863
Floor-Pot_1_1,index_frequencies_index_ari,0.20829364323363178,-9.774999618530273
Floor-Pot_1_1,index_frequencies_index_ari,0.25020638851844795,-9.625
Floor-Pot_1_1,index_frequencies_index_ari,0.2883088842319172,-9.475000381469727
Floor-Pot_1_1,index_frequencies_index_ari,0.28703880104146823,-9.324999809265137
Floor-Pot_1_1,index_frequencies_index_ari,0.3619737092779577,-9.175000190734863
Floor-Pot_1_1,index_frequencies_index_ari,0.3822950403251413,-9.024999618530273
Floor-Pot_1_1,index_frequencies_index_ari,0.4394487838953452,-8.875
Floor-Pot_1_1,index_frequencies_index_ari,0.5067631929891409,-8.725000381469727
Floor-Pot_1_1,index_frequencies_index_ari,0.5385152727503651,-8.574999809265137
Floor-Pot_1_1,index_frequencies_index_ari,0.5740776020829365,-8.425000190734863
Floor-Pot_1_1,index_frequencies_index_ari,0.6337715120340383,-8.274999618530273
Floor-Pot_1_1,index_frequencies_index_ari,0.7531593319362418,-8.125
Floor-Pot_1_1,index_frequencies_index_ari,0.8674668190766495,-7.975000381469727
Floor-Pot_1_1,index_frequencies_index_ari,0.9220803962659554,-7.824999809265137
Floor-Pot_1_1,index_frequencies_index_ari,0.9906648885502001,-7.675000190734863
Floor-Pot_1_1,index_frequencies_index_ari,1.1494252873563218,-7.524999618530273
Floor-Pot_1_1,index_frequencies_index_ari,1.2281704451641582,-7.375
Floor-Pot_1_1,index_frequencies_index_ari,1.435194005207341,-7.225000381469727
Floor-Pot_1_1,index_frequencies_index_ari,1.5368006604432591,-7.074999809265137
Floor-Pot_1_1,index_frequencies_index_ari,1.6765098113926462,-6.925000190734863
Floor-Pot_1_1,index_frequencies_index_ari,1.8492411252937067,-6.774999618530273
Floor-Pot_1_1,index_frequencies_index_ari,2.1223090112402363,-6.625
Floor-Pot_1_1,index_frequencies_index_ari,2.2975804915221945,-6.475000381469727
Floor-Pot_1_1,index_frequencies_index_ari,2.4055375627103572,-6.324999809265137
Floor-Pot_1_1,index_frequencies_index_ari,2.578268876611418,-6.175000190734863
Floor-Pot_1_1,index_frequencies_index_ari,2.7649711056074175,-6.024999618530273
Floor-Pot_1_1,index_frequencies_index_ari,2.8907093414618656,-5.875
Floor-Pot_1_1,index_frequencies_index_ari,3.0418492411252935,-5.725000381469727
Floor-Pot_1_1,index_frequencies_index_ari,2.9923159966977835,-5.574999809265137
Floor-Pot_1_1,index_frequencies_index_ari,3.1726678097415384,-5.425000190734863
Floor-Pot_1_1,index_frequencies_index_ari,3.2564933003111705,-5.274999618530273
Floor-Pot_1_1,index_frequencies_index_ari,3.2145805550263544,-5.125
Floor-Pot_1_1,index_frequencies_index_ari,3.153616561884803,-4.975000381469727
Floor-Pot_1_1,index_frequencies_index_ari,3.081221820029212,-4.824999809265137
Floor-Pot_1_1,index_frequencies_index_ari,3.024068076459008,-4.675000190734863
Floor-Pot_1_1,index_frequencies_index_ari,2.838635930653458,-4.524999618530273
Floor-Pot_1_1,index_frequencies_index_ari,2.9478630850320693,-4.375
Floor-Pot_1_1,index_frequencies_index_ari,2.6519337016574585,-4.225000381469727
Floor-Pot_1_1,index_frequencies_index_ari,2.4944433860417856,-4.074999809265137
Floor-Pot_1_1,index_frequencies_index_ari,2.4639613894710104,-3.924999952316284
Floor-Pot_1_1,index_frequencies_index_ari,2.231536165618848,-3.7750000953674316
Floor-Pot_1_1,index_frequencies_index_ari,2.0435638534323997,-3.625
Floor-Pot_1_1,index_frequencies_index_ari,1.8492411252937067,-3.4749999046325684
Floor-Pot_1_1,index_frequencies_index_ari,1.8162189623420335,-3.325000047683716
Floor-Pot_1_1,index_frequencies_index_ari,1.5698228233949323,-3.174999952316284
